TropeID,Trope,Description
t12292,KickTheDog,"When a character does something evil, cruel or very mean for no apparent gain, because the author wants to demonstrate that he's not a nice guy and shift audience sympathy away from him.
Why this trope works could be expressed in the words of William Cowper: “I would not enter on my list of friends (though graced with polished manners and fine sense, yet wanting sensibility) the man who needlessly sets foot upon a worm.” In other words, a cruel act, no matter how trivial, establishes someone as a cruel person. Conversely, the creator may show a character being kind for no apparent gain, to demonstrate that the character is a nice person and someone the audience is meant to cheer for. Both devices are used to help the audience become emotionally invested in the story.
What separates this trope from a character's other evil or cruel acts is that this bit of evil is gratuitous. It doesn't get the character anything or even advance the plot. The sole reason for this story beat existing is to place one or more characters squarely on the wrong side of the Rule of Empathy.
Dog-kickings can be verbal as well, when a line of dialogue is used to shock the audience with its sheer repugnance. If it's uttered in the presence of the hero in an action series, he'll echo the audience's thoughts and tell the villain ""You're Insane!""
Needless to say, this trope can be enacted without harming any dogs. Any act or statement that shows the character's meanness or outright evil will do, such as a boss demanding an employee come in to work during Christmas when the employee's kid is in the hospital, or a passer-by stealing from a blind beggar's coin dish, or The Dragon inflicting a vicious No-Holds-Barred Beatdown on the hero or one of his True Companions or Protectorate. A Politically Incorrect Villain can kick the dog by showing gratuitous racism, sexism, homophobia, or some combination of such non-PC traits. If the event happened off screen in the past, just have Bob fondly recall the incident and make it clear that he has no remorse whatsoever. Bingo, mission accomplished.
If the evil act is directed toward an animal, however, a dog is usually the victim of choice, partly out of connotations of blind loyalty, partly from tradition. Arguably, however, substituting a cat can be even more shocking. After all, even bad guys like cats. So, the argument goes, if Bob goes out of his way to harm one, he must really be a bastard.
This trope is common in horror-based Monster of the Week shows, often to set up the Asshole Victim for the Karmic Twist Ending. Anthologies are especially prone to this, as they have to set up their villains really quickly, since they only have one episode to tell their story. This can be played up by having the very same kick of cruelty be the cause of their downfall. At the very least, it is designed to let you know who is going to lose at the end. The opposite of Karma Houdini.
In cartoons, someone who does this can be legally harassed by Bugs Bunny, Daffy Duck, or the Warner Brothers and their sister Dot. The Screwy Squirrel, however, won't wait that long.
One possible origin of the trope name comes from Westerns, where three bandits would ride into the town, one would shoot the Sheriff, one would shoot the Deputy, and one, just to prove he was also a bad guy, would Kick The Dog.
If what is supposed to be a character's Kick The Dog moment is excessively horrible, cruel, or otherwise despicable enough to make an audience lose all sympathy for him, then he's crossed the Moral Event Horizon, if he's not on the other side of it already. If the Dog in question is someone the character cares about and discovers Being Evil Sucks, then they've Kicked the Morality Pet and might be in time to avoid a Face–Heel Turn. If the dog belonged to a minion, expect it to help cause a Mook–Face Turn because Even Mooks Have Loved Ones. On occasions, if karma works in the dog's favor, he'll manage to get a last laugh. On even rarer occasions, after being pushed around too many times, the dog may decide to plan against the Big Bad for his own ambitions, because Being Tortured Makes You Evil. When the dog-kicking is done in a way that (usually inadvertently) increases sympathy for the villain, it becomes Strawman Has a Point. If the character appears to be likable or sympathetic when introduced and the dog-kicking proves that he is actually evil, that is Bait the Dog. If the villain shoots for this trope but fails to actually do anything seriously evil, it's Poke the Poodle.
Of course, the crux of this trope isn't just the cruel act; it's also about the innocence of the victim, i.e. they have done nothing to warrant their abuse. If the target is an Asshole Victim instead, the cruel act can become a sympathetic one for the villan/anti-hero instead. If going after the Acceptable Target is a coincidence, it becomes Kick the Son of a Bitch; if the victim was specifically targeted for their assholery, it becomes Pay Evil unto Evil.
Kicking the Dog is also done for no practical reason apart from the meta-reason of demonstrating the dark side of the kicker. If the perpetrator does it because they care about their victim and want to help them somehow, they're being Cruel to Be Kind; if their actions have a broader purpose à la doing what had to be done, they're trying to Shoot the Dog (that's what you do when Old Yeller has rabies, after all).
This trope is often used to counter or prevent a character from being seen by the audience as a Designated Villain or Strawman Has a Point. These tropes tend to occur when poor writing or characterization causes a character to become more sympathetic to the viewers than intended. Since the writers can't just give these villains their just desserts if the audience likes them too much or prefers to take their side on an issue, an effective Kick the Dog moment can make them lose their sympathy and make them punishable again. This can backfire though.
A sign that Evil Is Petty. Compare with Can't Get Away with Nuthin', And Your Little Dog, Too!, Kick Them While They Are Down, The Dog Bites Back,Threw My Bike on the Roof, I Will Punish Your Friend for Your Failure. See ""If You're So Evil, Eat This Kitten"" for when bad guys do a Kick The Dog test to make sure undercover heroes are really evil, and Dog-Kicking Excuse for when the would-be dog-kicker has to psych themselves up to doing it.
Contrast Pet the Dog (proving you're good) and Adopt the Dog (going from Neutral to Good).
For bad people who literally kick dogs, see Bad People Abuse Animals.
WARNING! Enacting this trope, particularly in the presence of a heroic character, may result in the following: Berserk Button, Roaring Rampage of Revenge, Curb-Stomp Battle, the aforementioned Laser-Guided Karma etc. Do not attempt this trope unless you're feeling suicidal."
t12331,KilledOffForReal,"In some kinds of stories, Character Death doesn't carry much weight. Maybe resurrection is commonplace or some sort of magical alternate universe has a spare copy to borrow. Maybe the format of the show makes any sort of death meaningless and temporary. Maybe for some reason people never die when they should. Sometimes, even in these stories, a character dies and they stay dead. No magical return from the dead, no rebuild, no retcon and no copout. They're dead and they're staying that way.
For a dead character to be considered Killed Off for Real it cannot be simply any death; it must be one that under normal circumstances for the setting and genre could have been reversed, undone or revealed to be some sort of trick. If it's a setting with All Deaths Final, this never comes into play — remember that permanent death is Like Reality Unless Noted. Consequently, most realistic or mundane works do not provide examples of this trope.
Note that (theoretically) there might still be other ways to revert a death, like declaring it All Just a Dream or retconning the victim as Actually a Doombot — see the First Law of Resurrection.
May lead into Personal Effects Reveal, Meaningful Funeral, To Absent Friends, and Dead Guy Junior. See also Tonight, Someone Dies, Not-So-Small Role, Really Dead Montage. The Video Game version would be Final Death.
Contrast Disney Death, Back from the Dead, and Death Is Cheap. Compare Deader Than Dead.
Naturally, as a Death Trope all spoilers will be unmarked ahead. You Have Been Warned.
People die in real life, so No Real Life Examples, Please!"
t12352,KillItWithFire,"When Prometheus handed Homo sapiens the gift of fire, he did not just give humanity the light of science, reason, progress, invention, technology, and ergo the power to rival God, but also the means to dispatch just about any monster imaginable. Considering how Greek Mythology is a Fantasy Kitchen Sink full of all kinds of abominations, that was a good thing. The symbolism behind this has to do with fire's associations with purification and light, and partly because it represents humanity's dominion over the natural world. More literally, a burning stick was humankind's first effective defence against nocturnal predators, with an added bonus of extermination of parasites in food. The fact that burn pain is one of the strongest kinds of pain a human being can experience probably doesn't hurt either.
Also, in a pinch, it can still burn things, or at least scare them off. Arrows on Fire, Flaming Swords, Molotov Cocktails, flamethrowers, or good old Torches and Pitchforks can work wonders when dealing with everything from Frankenstein's Monster to a Monster House.
This is prevalent not just in myth and fiction or games based on it, but also in works that are completely new and unrelated. For example, the Hydra and Trolls demonstrate one of the most frequent, and logical, applications for anti-monster fire: It prevents regeneration. In the case of The Undead, usually they're too dumb and slow to put it out (zombies), it reminds them of the sun (vampires), or they're already walking kindling (mummies). Other times it's used to make sure whatever just got killed stays that way. Aliens, of course, can be Immune to Bullets, but will burn up nicely in a fire. Witches and heretics for a long time were considered to be in league with evil as well, and so it was a common myth that they were dealt with in the same manner. And, needless to say, it's a very good strategy for When Trees Attack.
You know what the best part of Kill It with Fire is? It works on regular people wearing masks too. Kind of like decapitation (which also works on most things) and a Wooden Stake through the heart.
If something's too big or tough for a regular fire, you can always use plasma or Hurl It into the Sun. This has also been subject to Memetic Mutation, as an alternative name for Brain Bleach.
A character who's a little too enthusiastic about using this can become a Pyro Maniac. A character may try in vain to use this trope, but be faced with a Hard-to-Light Fire.
See also Incendiary Exponent, Man on Fire, Burn Baby Burn, Fire-Breathing Weapon, Burn the Witch! and Hellfire (for when mundane fire doesn't do the job). Compare Stuff Blowing Up, and Playing with Fire — for when someone has fire as a Stock Superpower. When this just makes things worse, see Infernal Retaliation. The less-used opposite is either Kill It with Water or Kill It with Ice, or even Heal It with Fire.
Not to be confused with Example Sectionectomy, although this trope often tends to be used as a Pothole Magnet for such within Trope Repair Shop by those who ironically enough, want to kill Pothole Magnets.
NOTE: Due to the above-mentioned Memetic Mutation, the name of this trope has become associated with anything that someone finds abhorrent and wishes to not have witnessed. This trope is not about those things. Please redirect all potholes using this trope in said context to Brain Bleach or a similarly appropriate trope."
t12410,KissingCousins,"Romantic/sexual relationships between cousins (meaning, generally, first cousins) are a phenomenon that has been more accepted in some cultures and eras than others. A great many cultures today accept it, including a majority of the industrialized world.
Marrying one's extended relatives (which is technically known as clan endogamy) seems to have been common in human evolutionary history, since hominids usually lived in small nomadic bands with few available sexual partners. At the other end of the spectrum, much of the modern U.S.A. considers cousin marriage completely taboo, so Hilarity Ensues at the very mention of it. People from backwoods areas (especially the Appalachian Mountains) are often the preferred butt of many bad jokes as well as occasional bits of Self-Deprecation for the alleged prevalence of Kissing Cousins in their culture.
Despite the taboo, cousin marriages are legal in about half the states in the U.S.A., though not as much in the backwoods areas and more in the modern industrialized states, the opposite of what one might expect from hearing all those jokes. Legal or not, these marriages are still not very common due to the lingering cultural taboo. All states permit marriages between second and third cousins, but even these are looked at funny. In the UK, first cousin marriage is unusual and would be regarded as rather odd, but not with the same severity as the US. Second cousin marriages and beyond would be seen as unremarkable.
Expect some strong Values Dissonance between the media from the US and other countries, and between certain modern works and works from the nineteenth century and earlier, when the taboo was sometimes non-existent or even inverted. Full scholarly debate on why some cultures would forbid cousins — or even specific types of cousins — to marry while others ignore — or even encourage — it rages on and lies beyond the scope of this wiki.
According to both Oxford and Merriam-Webster's Dictionaries, the original definition of kissing cousins was simply a relative known well enough to be given a kiss in greeting, although this meaning has long since fallen by the wayside.
Check out Incest Is Relative for more closely related tropes.
NOTE: This trope is for cases of actual relationships between cousins. Cousincestuous subtext goes in Incest Subtext."
t12446,KnifeNut,"There are two things about knives that make them special in movies and television. First, they are badass, since there is nothing more humiliating than being beaten with a blade shorter than your palm. Second, they are scary, as a single glimmer from its profile in Ax-Crazy hands has been known to provoke screeches of horror (that and the possibility that they're more painful than any gunshot will ever be). And sometimes, it is both.
Finally, they're generally easier to obtain and own legally than guns. Not to mention being significantly easier to conceal. In many countries, even in the modern day, pocket knives are perfectly normal to carry and barely garner a second glance. Laws abound about carrying knives, but generally, if the blade is less than 5 inches long, and there's no spring involved anywhere, it can be carried without worry. This is because knives are extremely useful every day tools, for cutting tape, ties, or apples. Speaking of, knives made for cutting or preparing food are found in pretty much every home on the planet, so this trope can be pulled off with a simple steak knife.
Knives have been a common tool since for all of human history. And very well might have been the first thing humans invented. Prehistoric knives made of stone or natural glass have been found all over the world. Obviously, since they've been in our hands for pretty much forever, they've been used as weapons for just as long.
In Fantasy settings, knives are the iconic weapon of the Thief, the Fragile Speedster, or the Combat Pragmatist and are typically Dual Wielded. The latter has some basis in reality, as historically, daggers have been used as off-hand weapons alongside a rapier or tomahawk, but mainly for utility or defensive purposes such as parrying where a shield couldn't be carriednote A shield would be more effective in 99.9% of circumstances for this purpose, and the Buckler was used around the same time as parrying daggers in Europe, but daggers were easier to carry. Knives are typically also associated with Poisoned Weapons, despite the fact that a knife makes a poor poison applicatornote Stabbing someone makes them bleed, a lot. Any poison that got inside from the blade would get carried out by the rampant bleeding. Arrows and darts are much more effective with poison.
Also common in the hands of a Cowboy, in which case the knife in question is probably a big Bowie Knife that may as well be a small sword, and the Ninja, where it is likely a Kunai. Often found in the hands of the Badass Native as well, being probably the first invention and all. You can also typically find them as a sidearm for any martial character; medieval knights carried daggers as a last resort weapon alongside their massive polearms.
For those wondering - a Knife is any short instrument with a sharpened edge and point intended to slice or puncture. A Dagger is a type of knife, but with an edge on both sides instead of just one. So if it has one edge, it's just a knife, but if it has two, it's a dagger, which is a type of knife.
Throwing knives are also a very popular ranged weapon in fiction, despite not being very well-suited for combat: in Real Life, it's very hard to get them to hit tipped-end-first when aiming at a moving target.
Subtrope of Weapon of Choice. Contrast with Never Bring a Knife to a Fist Fight. May lead to a Knife Fight. Related to Kukris Are Kool, Machete Mayhem, Sinister Switchblade, and Bayonet Ya."
t12563,LaResistance,"Wherever The Empire is, you'll always find La Résistance: A Ragtag Bunch of Misfits using The Power of Love and Friendship to fight against a tyrannical rule, often to help put the Government in Exile back into power. Always underdogs, they fight using guerrilla warfare and by raising the rabble of the people by revealing unpleasant truths about The Empire they've been trying to hide, causing the oppressed peoples to shake off the yokes of their tyrant rulers. Usually led by a Rebel Leader and armed via Vehicular Turnabout. Expect them to be opposed by Les Collaborateurs.
Almost inevitably, The Hero will join La Resistance while the battle is already underway, and will grow to become a great champion in the fight against The Empire. After all, Hollywood usually romanticizes resistance fighters, for three reasons. The first is rooted in America's origins as rebels fighting the English during The American Revolution. The second is likewise World War II where the conflict between the Resistance and Nazi Germany fell, as close as it ever has, to clear divisions between right and wrong. And of course, Cool People Rebel Against Authority. In most cases in history and in Real Life, resistance movements are complex and confusing events. A common mistake is to confuse resistance movements with revolutionary movements, when this is not always the case. Some resistance movements are revolutionary, seeking to install a new regime to displace the old. Revolutions, needless to say, are complex, murky and at times brutal affairs. It has led in the past to the new regime forming the new government which can be as bad or worse than the old.
Of course, people rarely like having it pointed out that these groups are terrorists from the perspective of anyone who disagrees with them and Innocent Bystanders who may get caught up in the crossfire of said conflicts. This may be deliberately ironic, perhaps inviting a ""we are Not So Different"" moment. Or, the author might simply assume that the audience will always sympathize with rebel protagonists against The Empire, therefore moral justification of the rebellion is unnecessary and the rebels can get away with whatever is expedient. This could be averted if the Evil Empire really is evil and the rebels exercise chivalry and restraint.
Alternatively, La Resistance will be utterly incompetent and little more than an annoyance until the hero gets in there and shows them how it's done. Sometimes their inner dissensions render them nearly unable to get anything done. Expect at least one member of La Resistance to be The Mole, or a homegrown Les Collaborateurs sabotaging their efforts from the inside. La Resistance may even be defeated without the assistance of its enemy: when the only thing uniting it is opposition to The Empire, they may end up clashing thanks to some point of ideology (generally portrayed as stupid) or method (generally portrayed as worthwhile).
Also alternatively, La Resistance may represent the last remnants of the reactionary or counter-revolutionary cronies of the old regime fighting against the Revolutionary Progressive Forces. Once re-installed, the Resistance ""heroes"" decide to Retcon the revolution and institute purges for the cause of revenge, and remind people why exactly they were toppled in the first place. In some cases, as it happened in some parts of World War II, the Resistance contains factions who want to restore the old regime and factions which want to bring a new regime, and these two factions might struggle during and after the war.
When La Resistance form the main ensemble of the show, or one of them, they'll frequently exhibit a mix of characters similar to The Squad. However, they'll usually have sneakier methods, they tend to be more morally pragmatic and ruthless than most Squads, and in series like Battlestar Galactica members becoming Shell Shocked Veterans.
Sometimes La Resistance can be downright nasty. Usually, though, even at its worst La Resistance will be the Lesser of Two Evils. If not, Grey and Gray Morality may be at play. In an interesting twist, if the resistance is every bit as unscrupulous as The Empire, then the hero will end up doing a bit of Conspiracy Redemption or forming a third faction. Very occasionally, La Resistance may even be the Big Bad rebelling against a peaceful government. Occasionally, La Resistance will be shown in a more comedic light, where they don't do much besides sitting around debating theory.
Eventually, La Resistance will either die out, or grow into The Alliance as it gains power, allies, and sympathizers.
For the villainous equivalent, see The Remnant. For the opposite of La Resistance, see Les Collaborateurs. Sometimes La Resistance may not be heroes but villains, as happens in an Enemy Civil War.
Not to be confused with the First-Person Shooter series, Resistance. Or with WWE's French-Canadian Foreign Wrestling Heel Tag Team ""La Résistance""."
t12565,LargeHam,"A ridiculously larger-than-life character, public speaker, or orator full of charisma, energy, joie de vivre, and poetically powerful speeches with dramatic gestures that can devastate a scene to a billion pieces and transform even the most humdrum scene into the most GRANDIOSE. Often played by a guest star with an Internet Movie Database listing longer than the rest of the cast put together.
Large Hams usually lack an indoor voice, and greatly relish badass boastings where they will punctuate and emphasize EVERYTHING. The first line from the Large Hams will be dramatic, portentous, often just before the act break and can almost always be replaced with: ""Did somebody order A LARGE HAM?!"" Try it at home; it's great fun.
Popular implementations include: BRIAN BLESSED in Britain, William! Shatner! In! North! America!, and Norio Wakamoto in Japan. Many large hams in the past have some experience in stage acting and theater: when you have to poetically act for the back rows (especially when coupled with music) it makes sense. Having an outrageous appearance is helpful but not a requirement. While often male, actresses can pull it off, but it's rarer for them. Often cast as a one scene wonder, or a key redeeming element in shows that are So Bad, It's Good.
It's based on the term ""ham actor"", meaning one who overacts, but where that term origininated is unclear: it's been suggested that it comes from the use of ham fat as a cheap make-up remover in the old days of theatre, or because ""ham"" serves as short for ""amateur"" (as in ""ham radio""); Leslie Charteris stated it derived from ""Hamlet"" in a The Saint short story. Another possibility is the phrase refers to being 'hamfisted', heavy-handed and not delicate or careful.
One of the United Kingdom's most active export industries. If a character is depicted as an American in a BBC series, he's likely to be one of these. If in a few scenes many Large Hams come together, the likely result is Ham-to-Ham Combat.
Large Hams are a very rich source of Vitamin Meme and very often feature in YouTube Poops.
While Narm is their primary flaw, the large hams are likely to have come from Hillshire Narm (Go Keet!) But more often these actors are Narm Charm. A few moments of over-acting do not make a Large Ham. The actor must, to all intents and purposes, be deliberately playing the character that way.
A Large Ham may occasionally be Crazy Awesome. Often a character trait of the Boisterous Bruiser. Villainous Hams also enjoy getting Drunk on the Dark Side. A Smug Super relishes showing off their power this way.
Note that although it is rare, one can be very hammy without raising one's voice at all. Being hammy is about the emphasis in what you say (and Milking the Giant Cow to no small degree), and while emphasis can be easily shown by having No Indoor Voice, it is not the only way. This is what makes the Cold Ham trope possible.
If it is the setting itself that seems to demand that ham is served in profusion, dipped in abundant Hot Blood, because it's just how the setting works, you may be in front of a World of Ham: those can provide for marvelous entertainment, if your Willing Suspenders Of Disbelief are elastic enough.
Compare Melodrama, Ham and Cheese, Milking the Giant Cow, Camp, Evil Is Hammy, Incoming Ham, The Ham Squad, Ham-to-Ham Combat, Drama Queen, Comical Overreacting.
Contrast Danger Deadpan, The Stoic, Soft-Spoken Sadist, The Quiet One, though Cold Ham allows overlap.
Just so it's noted, just because a character/actor is hammy does not mean they are bad or ridiculous - far from it!"
t12575,LaserGuidedKarma,"While in Real Life there is rarely a direct and easily traced cause-and-effect relationship between Bob's actions and their subsequent reward or punishment, in fiction the connection is usually a lot more... express. Did Bob help an old lady across the street? Several chapters later, she'll turn out to be an elite ex-commando who will gladly help him storm the Big Bad's castle. Did the Big Bad kick the little dog just because it was barking at him? The dog will sniff him out and lead the heroes right to his Supervillain Lair.
The Golden Rule states, Do unto others as you would have them do unto you, but in fiction the rule seems to be more, What you do unto others will be done unto you. If you mistreat the people and things around you, karma will strike you down. Treat them well, and you will be rewarded. Accordingly, every notable act of a fictional person will yield a meaningful return before the end of the story; every little action, good or bad, will be repaid in kind with the accuracy of a laser guided missile. Whether its payload is sunshine and puppies (see Earn Your Happy Ending) or painful irony depends on whether Bob was a saint or a bastard.
If taken too far, stories with this aesop can turn anvilicious or into a Space Whale Aesop: always be kind to strangers, never kick puppies et cetera, or the universe itself will make your life a living hell. It also undermines the standard ""do good for goodness' sake"" lesson, since Bob never has to suffer for doing the right thing or accept virtue as its own reward — in Fictionland he always gets repaid. That being said, it's worth noting that the negative consequences tend to fall more directly than the positive; the villain's evil deeds turn out to be the ultimate cause of his downfall, while the hero's virtue rewards him with some much-needed assistance (but still leaves it up to him to save the day).
On the good side of the karma coin:
On the negative side of the karma coin:
See also Pay Evil unto Evil, Sweet and Sour Grapes, and Sexual Karma, especially Karmic Rape. Contrast Karma Houdini and Karma Houdini Warranty. For karma punishing a hero for their mistakes, see Tragic Mistake. Also contrast with ""No Good Deed Goes Unpunished"", which is a corrupt form of this trope; as well as Can't Get Away with Nuthin', where the slightest misdeed committed by the hero results in Disproportionate Retribution.
When you help someone but receive punishment rather than reward, you might be looking at The Farmer and the Viper.
See also: Hoist by His Own Petard, when a villain gets killed by their own weapon, or The Dog Bites Back, when they're killed by an abused lackey.
For sake of trope differentiation, examples should be limited to bad karma, heroic or villainous, and when an opponent's ""good karma"" combines to double-wham the antagonist.
Since in Real Life, whether a bad thing that happened to someone had been karma or not is inherently controversial and subjective, No Real Life Examples, Please!
This trope is by its nature Spoileriffic; spoilers will be unmarked."
t12751,Leitmotif,"A leitmotif (pronounced ""Light-motif"") is a recurring piece of music (or at least melody) that represents a character, action, or theme. This is a well-established technique used in almost every medium that involves music and story. The leitmotif technique was invented (or at least codified) by opera composer Richard Wagner in the second half of the 19th Century. In his later operas, not only would every character have his/her own musical theme, but so did many objects, places, and even abstract ideas.
Leitmotifs are often named simply ""character's Theme"" or ""noun Motif.""note Though the name alone is not enough to establish it as a motif. They often make up the bulk of movie and anime soundtracks, and a fair chunk of video game soundtracks as well.
This is different from an Image Song in that Image Songs exist only outside of the scope of the show that produced them. Compare with ""I Am"" Song.
If a character with a distinctive-sounding Leitmotif is in a production or episode with No Fourth Wall (or at least some Medium Awareness), one of his or her fellows may comment on how loud and annoying their theme music is. (To which the character will almost always reply, ""What theme music?"") Can become a Musical Spoiler for audiences if (or after) they recognize the theme. The character might also have their leitmotif as their own ringtone, for a subtler joke; see also Left the Background Music On.
Note that if a character's leitmotif starts playing during an action scene, start running.
Can become a Recurring Riff when used throughout a long-running series. Bootstrapped Leitmotif is such a variation, where a song that wasn't originally intended as a Leitmotif later becomes one.
One especially common leitmotif in video games is the Battle Theme Music, associated with monster battles in general. (Which also happen a lot.) If a specific character's Battle Theme Music is actually a remix of their Leitmotif, it may be a Boss Remix.
See also Mood Motif, Standard Snippet. Supertrope to Love Theme. Compare Arc Words, which is more or less the literary equivalent. Also compare AM/FM Characterization, when it's the character's music tastes that define them."
t12755,LemonyNarrator,"A Narrator who tells the story from a third-person perspective, in an eccentric, bizarre, or otherwise unconventional style. This may involve expressing opinions about the story’s proceedings, going off on asides, breaking the Fourth Wall, Hanging Lampshades, deadpan-snarking, choosing to focus on unusual details or just describing things in an odd way. In the 19th century, this style of narration was so common as to be nearly ubiquitous; in the 21st century it’s no longer the default, but still shows up in quirkier works (and homages to 19th-century literature). In some cases, this trope reminds readers that the Narrator can be a character themselves, not just a perspective to read the story from. This character is not an active participant in the story. They are able to affect how the story is told, but not the story itself.
Named after Lemony Snicket for his idiosyncratic narration style.
The Lemony Narrator is rarely, if ever, found narrating a Lemon. Nor would a British narrator necessarily be found narrating a Lime. (Though you have to admit both would be funny.)
Often found in conjunction with Literary Agent Hypothesis. Compare Interactive Narrator and Unreliable Narrator. Contrast the First-Person Smartass, who is a similar character that plays an active role within the story."
t12818,LetUsNeverSpeakOfThisAgain,"Hilarity Ensues because a character must perform an act that is either against their nature or which they have vehemently and constantly protested against doing. Said action can also be just plain humiliating or all of the above — to all parties, perhaps. When this act is aided or witnessed, a character insists that either they must all never speak of this again, ever; or that a specific person who is guaranteed to ride them never hears of it.
This trope can be used to introduce a Noodle Incident, with one character reminding the other they promised never to speak of that again. Alternatively they may have just completed the action, make some passing reference to how unusual or interesting it was, and then pull this line.
Subversions can occur when the character(s) kept in the dark reveal themselves to have known all along or if the character who would have used the incident as ammunition, against all expectations, chooses not to do so. Sometimes that somebody will bring it up again, earning the reaction ""I thought we agreed to never speak of it again"" or something close to that.
It can be parodied by the person(s) who are told to never mention it again being genuinely unaware of what happened for whatever reason, leading them to ask something like ""Speak about what again?"", which is then taken by the person wanting the secret kept as a joke implying compliance with their wish.
Prequels occasionally resort to this trope as a way to justify their events not being mentioned in works that were written earlier, but set as a later date in-Verse.
Compare You Didn't See That, Never Say That Again, That Didn't Happen, and Big-Lipped Alligator Moment."
t12983,LiteraryAgentHypothesis,"This is a thought experiment that occurs in many fandoms — that the series in question is a Dramatization. The theory goes something like this: While the fan accepts that what he is watching is a television show (or book, etc.), he theorises that the events portrayed happened. Essentially, the fan surmises that the story is a covert re-telling of real events. Fans will sometimes claim to believe this wholeheartedly, even though it is more often just Willing Suspension of Disbelief.
Following from this the theory normally takes one of two routes:
The Literary Agent Hypothesis opens up a huge range of fannish possibilities. Perhaps the most important of these is that we can easily dismiss small continuity errors: the literary agent just cocked up a bit. It also allows us to easily dismiss certain production elements, such as a Special Effect Failure or The Other Darrin, or, most especially, the Translation Convention: it didn't ""really happen that way"", but it's a convenience for the production crew and an Acceptable Break from Reality. Without this notion, it's difficult to talk about how it really happened as, strictly speaking, it didn't really happen at all. This is often invoked when a visual effect is changed by the production team: the phasers didn't really change colour, the filmmaker has just worked out a more accurate way to depict what they always looked like.
While this line of thought has advantages for speculation and is somewhat less silly than supposing that what we are watching is real, it walks a fine line: beyond excusing production mistakes, this hypothesis is occasionally extended to allow for Fanon Discontinuity, supposing that the parts we don't like are the bits that are outright fabrication, and therefore allowing us to discard them (and what do you mean, ""we"", kemosabe?). Within fantasy gaming circles, this is also the distinction between ""Lore"" and ""Canon"": ""lore"" assumes certain facts are mostly historic interpretations and beliefs — much like Real Life — making them more easily subject to change, while ""canon"" is inarguable (read: uninteresting), constricting to creativity and vulnerable to Ret Cons.
This notion has always existed in some fashion, but as an explicitly stated thought experiment, it originated with and is still most closely associated with Sherlock Holmes fandom. In the 17th and 18th centuries, novels were often disregarded, and some authors tried to pretend that the book was not only inspired by real events but that it was a record they found rather than something they made up. Parodied in Dangerous Liaisons, because at this time it became too obvious.
You might wonder how fan speculation holds to this premise when it comes to fantasy and science fiction. Easily enough. Just add a parallel universe or two. See The World as Myth for the notion that all stories have happened, or are happening now, in some dimension, somewhere, somewhen."
t12984,LiteraryAllusionTitle,"A common way to name works:
Despite the name, the quote need not come from literature per se. Common non-literary sources for titles include political speeches, legal terms (especially for crime dramas), and songs (but see Titled After the Song for examples of the latter). Many of these quotes will be Stock Quotes. A subtrope of Shout-Out, and often accompanied by an Inspiration Nod. Also see Stock Episode Titles.
Compare ReferencedBy/WilliamShakespeare, As the Good Book Says..., and Speaks in Shout-Outs for when this occurs in the main text rather than the title."
t13065,LoadsAndLoadsOfCharacters,"A show that has so many regulars that you can't fit them all into one episode. Therefore, one week some characters will appear, while some different characters will appear in another. You'll rarely get the same combination twice. This is especially common in Long-Runners, as characters tend to accumulate over time. Shows with this many characters tend towards one-dimensional characterization for many of them (but not always, if the writers will put in the effort), and often make filler easy to create.
Similarly, some video games involve collecting as many distinct, unique soldiers for your army as possible. Other video games, such as fighting games, start with just a few characters but keep adding characters to the roster as more sequels come out, until you eventually have enough characters to populate an entire Verse.
Creating a Cast of Snowflakes with these loads is an achievement and will make the story lively and colorful. If the writers are smart, they'll start making a Cast Herd. The Love Dodecahedron is a way to spice things up, the Geodesic Cast makes use of the characters through variations on a theme, and The Clan happens when the loads are related. A Character-Magnetic Team can sometimes create this effect. Gets really convoluted if everyone is somehow related.
Please note that this is for extreme examples of regularly occurring characters. It's really not all that uncommon for a story to have ten or fifteen characters, especially with a Villain of the Week format.
This can cause crediting issues for shows with an OBB (opening billboard), leading to Fake Guest Star or being shunted into the Closing Credits for logistical reasons.
See also Crowded Cast Shot. May result in/from You All Share My Story. Can contribute to Continuity Lockout in Long-Runners. Compare Revolving Door Casting and Heroes Unlimited. The inversion of this trope is Minimalist Cast. We have an article on how to write this variety of character roster."
